TimeStamp,Millis,systemTime,Loadcell
2025-06-24T10:13:42.3528704-04:00,36822352.870400004,2598.768352,1404.8099999999999
2025-06-24T10:13:42.3596928-04:00,36822359.6928,2598.768352,1431.4300000000001
2025-06-24T10:13:42.3714304-04:00,36822371.430399999,2598.7963519999998,1436.1700000000001
2025-06-24T10:13:42.3836928-04:00,36822383.6928,2598.808352,1438.1199999999999
2025-06-24T10:13:42.3959808-04:00,36822395.980800003,2598.8203520000002,1450.1500000000001
2025-06-24T10:13:42.4082048-04:00,36822408.204800002,2598.8323519999999,1456.8399999999999
2025-06-24T10:13:42.4206080-04:00,36822420.608000003,2598.8463360000001,1457.0699999999999
2025-06-24T10:13:42.4399104-04:00,36822439.910400003,2598.8643520000001,1453.46
2025-06-24T10:13:42.4465152-04:00,36822446.515200004,2598.8723519999999,1453.46
2025-06-24T10:13:42.4573696-04:00,36822457.369600005,2598.8823360000001,1464.0599999999999
2025-06-24T10:13:42.4713600-04:00,36822471.359999999,2598.8963520000002,1463.98
2025-06-24T10:13:42.4782080-04:00,36822478.208000004,2598.9023360000001,1474.4400000000001
2025-06-24T10:13:42.4905472-04:00,36822490.547200002,2598.9163520000002,1491.8
2025-06-24T10:13:42.5028864-04:00,36822502.886399999,2598.9283519999999,1425.8599999999999
2025-06-24T10:13:42.5187584-04:00,36822518.758400001,2598.944352,1327.74
2025-06-24T10:13:42.5272320-04:00,36822527.232000001,2598.9523519999998,1216.8399999999999
2025-06-24T10:13:42.5394176-04:00,36822539.417599998,2598.964352,1099.25
2025-06-24T10:13:42.5516928-04:00,36822551.6928,2598.9763520000001,1041.5
2025-06-24T10:13:42.5639808-04:00,36822563.980800003,2598.9883519999998,1032.78
2025-06-24T10:13:42.5762176-04:00,36822576.217600003,2599.000352,1026.6900000000001
2025-06-24T10:13:42.5884672-04:00,36822588.467200004,2599.0143360000002,1013.3099999999999
2025-06-24T10:13:42.6007424-04:00,36822600.742400005,2599.0263359999999,989.47000000000003
2025-06-24T10:13:42.6129408-04:00,36822612.940800004,2599.0383360000001,963.00999999999999
2025-06-24T10:13:42.6252288-04:00,36822625.228799999,2599.0503359999998,975.11000000000001
2025-06-24T10:13:42.6375296-04:00,36822637.529600002,2599.062336,984.80999999999995
2025-06-24T10:13:42.6497920-04:00,36822649.792000003,2599.0743360000001,957.37
2025-06-24T10:13:42.6583296-04:00,36822658.329599999,2599.0823359999999,918.26999999999998
2025-06-24T10:13:42.6706048-04:00,36822670.604800001,2599.096352,882.86000000000001
2025-06-24T10:13:42.6829952-04:00,36822682.995200001,2599.1083520000002,913.67999999999995
2025-06-24T10:13:42.6952192-04:00,36822695.2192,2599.1203519999999,1032.48
2025-06-24T10:13:42.7074432-04:00,36822707.4432,2599.1323520000001,1032.48
2025-06-24T10:13:42.7196800-04:00,36822719.68,2599.1443519999998,1155.6400000000001
