FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,G0,G1
18528,2830.360864,1,37053970.7776,0.0532243318332313,0.06812771283253
18529,2830.373376,2,37053983.2576,0.0206113137876246,0.03144355976886
18530,2830.385856,1,37053995.7248,0.0532553990360291,0.0681818585288348
18531,2830.398368,2,37054008.2176,0.0207715317906248,0.0313712175680594
18532,2830.41088,1,37054020.5184,0.053309100915151,0.068201830302062
18533,2830.42336,2,37054033.0368,0.0210067548975226,0.0313215100435828
18534,2830.435872,1,37054045.5424,0.0532163431239404,0.0682178077206437
18535,2830.448352,2,37054058.2656,0.0211403438695533,0.0312562689177074
18536,2830.460864,1,37054070.8736,0.0532114611349293,0.068109960145217
18537,2830.473376,2,37054083.0336,0.0211270293540685,0.031211443382242
18538,2830.485856,1,37054095.6416,0.0532713764546108,0.0681325948215411
18539,2830.498368,2,37054108.1216,0.0211727425238996,0.0312438420365883
18540,2830.51088,1,37054120.8064,0.0532438597892756,0.0681556733150481
18541,2830.52336,2,37054133.2224,0.0211709672551682,0.0312820103143113
18542,2830.535872,1,37054145.728,0.0532469665095554,0.0680522639114496
18543,2830.548352,2,37054158.1568,0.0211580965568663,0.0311697245670563
18544,2830.560864,1,37054170.7392,0.053247854143921,0.0681627743899733
18545,2830.573376,2,37054183.232,0.0211927142971267,0.0311741627388846
18546,2830.585856,1,37054195.5456,0.0532793651639017,0.0681325948215411
18547,2830.598368,2,37054208.256,0.0212441970903346,0.0312527183802448
18548,2830.61088,1,37054220.8256,0.0532150116723919,0.0681037467046574
18549,2830.62336,2,37054233.2032,0.0213666906327945,0.0312433982194055
18550,2830.635872,1,37054245.7216,0.0531373436653974,0.0680886569204413
18551,2830.648352,2,37054258.2016,0.0214754258425869,0.031242066767857
18552,2830.660864,1,37054270.528,0.053207022963101,0.06808688165171
18553,2830.673376,2,37054283.0464,0.0215992508365954,0.0312718025191063
18554,2830.685856,1,37054295.7696,0.05324297215491,0.0681046343390231
18555,2830.698368,2,37054308.288,0.0215131503031271,0.0313321616559707
18556,2830.71088,1,37054320.7552,0.0531883826414223,0.0680686851472142
18557,2830.72336,2,37054333.056,0.0213804489654621,0.0314999245510789
18558,2830.735872,1,37054345.7152,0.0532722640889765,0.0681170612201422
18559,2830.748352,2,37054358.1952,0.021237983649775,0.0315669409456857
18560,2830.760864,1,37054370.752,0.0532771460779876,0.06812771283253
18561,2830.773344,2,37054383.104,0.0211390124180048,0.0315784801924391
18562,2830.785856,1,37054395.7248,0.0532389778002645,0.0681294881012613
18563,2830.798368,2,37054408.256,0.0209708057057137,0.0314906043902396
18564,2830.810848,1,37054420.7488,0.0532105735005637,0.0680859940173444
18565,2830.82336,2,37054433.9456,0.0208372167336831,0.0314315767049237
18566,2830.835872,1,37054445.6704,0.0532496294126523,0.0681214993919705
18567,2830.848352,2,37054458.0736,0.0207417960393755,0.031351689612015
18568,2830.860864,1,37054470.7712,0.0532287700050595,0.0681547856806824
18569,2830.873344,2,37054483.3024,0.0206974143210929,0.0312895552064194
18570,2830.885856,1,37054495.7824,0.053199478070993,0.0680939827266352
18571,2830.898368,2,37054508.1984,0.0205922296487631,0.0311941345121118
18572,2830.910848,1,37054520.8064,0.0532491855954695,0.068038505578782
18573,2830.92336,2,37054533.2864,0.0205340895978129,0.0310938318287931
18574,2830.935872,1,37054545.6512,0.0532052476943697,0.0681623305727905
18575,2830.948352,2,37054558.2848,0.0204901516967131,0.0311022643552668
18576,2830.960864,1,37054570.752,0.0532944549481178,0.06810729724212
18577,2830.973376,2,37054583.36,0.0204475452471618,0.0310050683922279
18578,2830.985856,1,37054595.8656,0.0532163431239404,0.0680740109534081
18579,2830.998368,2,37054608.2944,0.0203583379934138,0.0309580237708483
18580,2831.010912,1,37054620.7616,0.0532411968861786,0.0680953141781837
18581,2831.023392,2,37054633.3568,0.020406270249159,0.0310445681214994
18582,2831.035904,1,37054645.5808,0.0532829157013643,0.0681357015418209
18583,2831.048384,2,37054658.048,0.0203121810063998,0.0309957482313885
18584,2831.060896,1,37054670.5408,0.0532593933906745,0.0681210555747876
18585,2831.073408,2,37054683.2896,0.0203317089624442,0.0309123106010172
18586,2831.085888,1,37054695.5776,0.053278477529536,0.0681059657905715
18587,2831.0984,2,37054708.3392,0.0203565627246824,0.0309242936649535
18588,2831.110912,1,37054720.7808,0.0532864662388269,0.0681521227775855
18589,2831.123392,2,37054733.184,0.0203286022421644,0.0309060971604577
18590,2831.135904,1,37054745.7664,0.0532602810250402,0.0681161735857765
18591,2831.148384,2,37054758.2848,0.0202979788565494,0.0308599401734438
18592,2831.160896,1,37054770.8288,0.0532687135515139,0.068130375735627
18593,2831.173408,2,37054783.2832,0.0202340691822225,0.0308879006559618
18594,2831.185888,1,37054795.6224,0.0532456350580069,0.068137920627735
18595,2831.1984,2,37054808.192,0.0202331815478568,0.0308062382943218
18596,2831.210912,1,37054820.6976,0.0532283261878767,0.0680376179444163
